Artist,label,source
John Altoon,1965,214
John Altoon,1965,214
John Altoon,1966,214
Candida Alvarez,1991,215
D-L Alvarez,1995,216
D-L Alvarez,1995,216
José Alvarez,1999,217
Noriko Ambe,2006,218
Irving Amen,1953,219
Irving Amen,1948,219
Irving Amen,1948,219
Gregory Amenoff,1983,220
Gregory Amenoff,1985,220
Gregory Amenoff,1987,220
Gregory Amenoff,1987,220
Gregory Amenoff,1982,220
Gregory Amenoff,1981,220
American Abstract Artists,1937,221
American Abstract Artists,1937,221
Leo Amino,1950,222
Emma Amos,1994,223
Emma Amos,1995,223
Emma Amos,1995,223
Emma Amos,1966,223
Emma Amos,1965,223
William Anastasi,1968,224
William Anastasi,1979,224
William Anastasi,1987,224
William Anastasi,2001,224
William Anastasi,2008,224
William Anastasi,1987,224
Eric Andersen,1994,225
Allan Anderson,1959,226
Clarence William Anderson,1949,227
Clarence William Anderson,1949,227
Clarence William Anderson,1955,227
John Anderson,1962,228
Laurie Anderson,2005,229
Lennart Anderson,1959,230
Linda Anderson,1999,231
Walter Anderson,1945,232
Joe Andoe,2000,233
Joe Andoe,1988,233
Joe Andoe,1989,233
Joe Andoe,1998,233
Joe Andoe,1993,233
Joe Andoe,1993,233
Joe Andoe,1993,233
Joe Andoe,1993,233
Joe Andoe,1993,233
Joe Andoe,1993,233
Edna Andrade,1974,234
Carl Andre,1959,235
Carl Andre,1960,235
Carl Andre,1960,235
Carl Andre,1964,235
Carl Andre,1964,235
Carl Andre,1964,235
Carl Andre,1967,235
Carl Andre,1968,235
Carl Andre,1973,235
Carl Andre,1973,235
Carl Andre,1975,235
Carl Andre,1976,235
Carl Andre,1989,235
Carl Andre,1990,235
Milet Andrejevic,1963,236
Milet Andrejevic,1983,236
Milet Andrejevic,1983,236
Benny Andrews,1967,237
Benny Andrews,1972,237
Benny Andrews,1971,237
Benny Andrews,1967,237
Benny Andrews,1996,237
Benny Andrews,1998,237
Benny Andrews,2000,237
Kenneth Anger,1969,238
Kenneth Anger,1969,238
Kenneth Anger,1969,238
Kenneth Anger,1975,238
Kenneth Anger,2005,238
Suzanne Anker,2001,239
Anonymous,2000,240
Anonymous,1960,240
William Anthony,1966,241
William Anthony,1976,241
William Anthony,1985,241
"David Antin, Paul Blackburn, Robert Bly, Robert Creeley, Robert Duncan, Clayton Eshleman, Anthony Hecht, Stanley Kunitz, Denise Levertov, Walter Lowenfels, Joel L. Oppenheimer, Allen Planz, Jerome Rothenberg, Frank Samperi, Gilbert Sorrentino, Charles Stein, Tony Towle, James Wright",1967,242
Eleanor Antin,1971,243
Eleanor Antin,1972,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,1977,243
Eleanor Antin,2009,243
Stephen Antonakos,1965,244
Stephen Antonakos,1962,244
Janine Antoni,1997,245
Janine Antoni,1999,245
Julio Antonio,1994,246
Richard Anuszkiewicz,1960,247
Richard Anuszkiewicz,1963,247
Richard Anuszkiewicz,1965,247
Richard Anuszkiewicz,1969,247
Richard Anuszkiewicz,1969,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1970,247
Richard Anuszkiewicz,1971,247
Richard Anuszkiewicz,1958,247
Richard Anuszkiewicz,1986,247
Richard Anuszkiewicz,1986,247
Richard Anuszkiewicz,1969,247
Richard Anuszkiewicz,1973,247
Polly Apfelbaum,1998,248
Polly Apfelbaum,2006,248
Ida Applebroog,1982,249
Ida Applebroog,1985,249
Ida Applebroog,1989,249
Ida Applebroog,1996,249
Ida Applebroog,2003,249
Ida Applebroog,1985,249
Ida Applebroog,1987,249
Tomie Arai,1986,250
Diane Arbus,1956,251
Diane Arbus,1961,251
Diane Arbus,1961,251
Diane Arbus,1961,251
Diane Arbus,1961,251
Diane Arbus,1962,251
Diane Arbus,1963,251
Diane Arbus,1963,251
Diane Arbus,1965,251
Diane Arbus,1965,251
Diane Arbus,1966,251
Diane Arbus,1966,251
Diane Arbus,1966,251
Diane Arbus,1967,251
Diane Arbus,1968,251
Diane Arbus,1968,251
Diane Arbus,1968,251
Diane Arbus,1968,251
Diane Arbus,1970,251
Diane Arbus,1970,251
Diane Arbus,1970,251
Diane Arbus,1970,251
Diane Arbus,1960,251
Diane Arbus,1963,251
Diane Arbus,1962,251
Diane Arbus,1967,251
Diane Arbus,1963,251
Diane Arbus,1960,251
Diane Arbus,1968,251
Cory Arcangel,2002,252
Cory Arcangel,2002,252
Cory Arcangel,2009,252
Cory Arcangel,2010,252
Cory Arcangel,2010,252
Cory Arcangel,2013,252
Cory Arcangel,2013,252
Cory Arcangel,2004,252
Edgar Arceneaux,2005,253
Edmund Archer,1930,254
Edmund Archer,1936,254
Edmund Archer,1940,254
Alexander Archipenko,1936,255
Alexander Archipenko,1936,255
Alexander Archipenko,1963,255
Alexander Archipenko,1925,255
Alexander Archipenko,1926,255
Alexander Archipenko,1948,255
Alexander Archipenko,1921,255
Alexander Archipenko,1914,255
Alexander Archipenko,1920,255
Stuart Arends,1995,256
Stuart Arends,1995,256
Arman,1965,257
Arman,1976,257
Arman,1965,257
John Taylor Arms,1921,258
John Taylor Arms,1921,258
John Taylor Arms,1926,258
John Taylor Arms,1949,258
John Taylor Arms,1948,258
John Taylor Arms,1940,258
John Taylor Arms,1935,258
John Taylor Arms,1936,258
John Taylor Arms,1936,258
David Armstrong,1980,259
David Armstrong,1980,259
David Armstrong,1993,259
David Armstrong,1993,259
David Armstrong,1997,259
David Armstrong,2000,259
Robert Arneson,1976,260
Robert Arneson,1980,260
Robert Arneson,1982,260
Robert Arneson,1983,260
Robert Arneson,1986,260
Robert Arneson,1978,260
Robert Arneson,1978,260
Robert Arneson,1984,260
Robert Arneson,1979,260
Robert Arneson,1983,260
Charles Arnoldi,1982,261
Charles Arnoldi,1987,261
Ralph Arnold,1970,262
David Aronson,1959,263
David Aronson,1961,263
Richard Artschwager,1958,264
Richard Artschwager,1964,264
Richard Artschwager,1966,264
Richard Artschwager,1968,264
Richard Artschwager,1969,264
Richard Artschwager,1969,264
Richard Artschwager,1971,264
Richard Artschwager,1972,264
Richard Artschwager,1975,264
Richard Artschwager,1963,264
Richard Artschwager,1976,264
Richard Artschwager,1976,264
Richard Artschwager,1977,264
Richard Artschwager,1977,264
Richard Artschwager,1979,264
Richard Artschwager,1980,264
Richard Artschwager,1981,264
Richard Artschwager,1981,264
Richard Artschwager,1981,264
Richard Artschwager,1981,264
Richard Artschwager,1982,264
Richard Artschwager,1982,264
Richard Artschwager,1986,264
Richard Artschwager,1987,264
Richard Artschwager,1988,264
Richard Artschwager,1988,264
Richard Artschwager,1988,264
Richard Artschwager,1987,264
Richard Artschwager,1990,264
Richard Artschwager,1990,264
Richard Artschwager,1990,264
Richard Artschwager,1992,264
Richard Artschwager,1992,264
Richard Artschwager,1993,264
Richard Artschwager,1994,264
Richard Artschwager,1998,264
Richard Artschwager,1998,264
Richard Artschwager,1998,264
Richard Artschwager,1998,264
Richard Artschwager,2002,264
Richard Artschwager,2009,264
Richard Artschwager,2010,264
Richard Artschwager,2012,264
Richard Artschwager,2012,264
Richard Artschwager,2012,264
Richard Artschwager,2012,264
Richard Artschwager,1964,264
Richard Artschwager,1966,264
Richard Artschwager,1966,264
Korakrit Arunanondchai,2012,265
Korakrit Arunanondchai,2012,265
Korakrit Arunanondchai,2013,265
Korakrit Arunanondchai,2014,265
Korakrit Arunanondchai,2014,265
Korakrit Arunanondchai,2015,265
Ruth Asawa,1955,266
Ruth Asawa,1959,266
Ruth Asawa,1951,266
Asco,1974,267
Asco,1977,267
Asco,1977,267
Asco,1978,267
Asco,1980,267
Asco,1974,267
Asco,1974,267
Asco,1974,267
Dennis Ashbaugh,2002,268
Dennis Ashbaugh,1979,268
Dennis Ashbaugh,1979,268
Dennis Ashbaugh,1981,268
Dennis Ashbaugh,1981,268
Dennis Ashbaugh,1981,268
Michael Ashkin,1994,269
assume vivid astro focus,2002,270
assume vivid astro focus,2002,270
assume vivid astro focus,2003,270
assume vivid astro focus,2003,270
assume vivid astro focus,2004,270
assume vivid astro focus,2004,270
assume vivid astro focus,2004,270
assume vivid astro focus,2004,270
assume vivid astro focus,2004,270
assume vivid astro focus,2004,270
John Atherton,1942,271
John Atherton,1942,271
John Atherton,1951,271
Conrad Atkinson,1989,272
Conrad Atkinson,1989,272
Conrad Atkinson,1989,272
Charles Atlas,1986,273
Charles Atlas,1989,273
Charles Atlas,1991,273
Charles Atlas,1992,273
Alice Attie,2001,274
Alice Attie,2001,274
Alice Attie,2008,274
Dotty Attie,1982,275
Dotty Attie,1975,275
Tauba Auerbach,2005,276
Tauba Auerbach,2009,276
Tauba Auerbach,2010,276
Tauba Auerbach,2011,276
Tauba Auerbach,2011,276
Tauba Auerbach,2011,276
Tauba Auerbach,2012,276
George C. Ault,1917,277
George C. Ault,1923,277
George C. Ault,1925,277
George C. Ault,1926,277
George C. Ault,1930,277
George C. Ault,1930,277
George C. Ault,1932,277
George C. Ault,1933,277
George C. Ault,1934,277
George C. Ault,1946,277
Edward Avedisian,1963,278
Edward Avedisian,1965,278
Edward Avedisian,1965,278
Edward Avedisian,1969,278
Edward Avedisian,1977,278
Edward Avedisian,1977,278
Edward Avedisian,1965,278
Richard Avedon,1950,279
Richard Avedon,1955,279
Richard Avedon,1965,279
Richard Avedon,1967,279
Richard Avedon,1980,279
Richard Avedon,1969,279
Richard Avedon,1969,279
Richard Avedon,1961,279
Richard Avedon,1963,279
Eric Avery,1984,280
Eric Avery,1986,280
Eric Avery,1994,280
Eric Avery,1994,280
Eric Avery,1994,280
Milton Avery,1930s,281
Milton Avery,1936,281
Milton Avery,1939,281
Milton Avery,1940,281
Milton Avery,1945,281
Milton Avery,1949,281
Milton Avery,1950,281
Milton Avery,1952,281
Milton Avery,1953,281
Milton Avery,1954,281
Milton Avery,1954,281
Milton Avery,1955,281
Milton Avery,1956,281
Milton Avery,1958,281
Milton Avery,1960,281
Milton Avery,1960,281
Milton Avery,1963,281
Milton Avery,1947,281
Milton Avery,1947,281
Milton Avery,1933,281
Milton Avery,1929,281
Milton Avery,1959,281
Milton Avery,1943,281
Milton Avery,1945,281
Milton Avery,1954,281
Sid Avery,1954,282
Sid Avery,1955,282
Manuel Ayaso,1962,283
Alice Aycock,1978,284
Alice Aycock,1984,284
Alice Aycock,2009,284
Alice Aycock,1981,284
Helène Aylon,1970,285
Ay-O,1994,286
Luis Cruz Azaceta,1991,287
Luis Cruz Azaceta,1994,287
Luis Cruz Azaceta,1981,287
Luis Cruz Azaceta,1983,287
Norio Azuma,1968,288
Akram Zaatari,2003,289
Robert Zakanitch,1969,290
Robert Zakanitch,1978,290
Robert Zakanitch,1979,290
Robert Zakanitch,1981,290
Amir Zaki,2004,291
Michele Zalopany,1993,292
Zarina,1969,293
Zarina,1970,293
Zarina,2001,293
Zarina,2001,293
Zarina,2004,293
Zarina,1999,293
Zarina,1976,293
Zarina,1981,293
Zarina,2010,293
Marian Zazeela,1962,294
Dan Zeller,2001,295
Dan Zeller,2003,295
Karl Zerbe,1943,296
Karl Zerbe,1957,296
Karl Zerbe,1947,296
Karl Zerbe,1948,296
Claude Zervas,2005,297
Claude Zervas,2006,297
Henry Ziegler,1932,298
Elyn Zimmerman,1974,299
Vernon Zimmerman,1963,300
Julius Zirinsky,1937,301
Julius Zirinsky,1941,301
Andrea Zittel,1993,302
Andrea Zittel,n.d.,302
Andrea Zittel,1993,302
Andrea Zittel,1993,302
Wilfrid Meynell Zogbaum,1937,303
Wilfrid Meynell Zogbaum,1963,303
Marguerite Zorach,1910,304
Marguerite Zorach,1913,304
Marguerite Zorach,1914,304
Marguerite Zorach,1915,304
Marguerite Zorach,1927,304
Marguerite Zorach,1928,304
Marguerite Zorach,1930,304
Marguerite Zorach,1930,304
Marguerite Zorach,1911,304
Marguerite Zorach,1912,304
Marguerite Zorach,1912,304
Marguerite Zorach,1911,304
Marguerite Zorach,1912,304
Marguerite Zorach,1925,304
Marguerite Zorach,1925,304
Marguerite Zorach,1912,304
Marguerite Zorach,1922,304
Marguerite Zorach,1936,304
Marguerite Zorach,1929,304
Marguerite Zorach,1929,304
William Zorach,1913,305
William Zorach,1915,305
William Zorach,1915,305
William Zorach,1915,305
William Zorach,1915,305
William Zorach,1916,305
William Zorach,1917,305
William Zorach,1919,305
William Zorach,1919,305
William Zorach,1920,305
William Zorach,1920,305
William Zorach,1921,305
William Zorach,1921,305
William Zorach,1921,305
William Zorach,1921,305
William Zorach,1925,305
William Zorach,1927,305
William Zorach,1927,305
William Zorach,1928,305
William Zorach,1929,305
William Zorach,1930,305
William Zorach,1930,305
William Zorach,1930,305
William Zorach,1930,305
William Zorach,1942,305
William Zorach,1945,305
William Zorach,1922,305
William Zorach,1914,305
William Zorach,1922,305
William Zorach,1918,305
William Zorach,1960,305
William Zorach,1950,305
William Zorach,1933,305
William Zorach,1941,305
William Zorach,1937,305
William Zorach,1938,305
William Zorach,1943,305
William Zorach,1922,305
William Zorach,1940,305
Larry Zox,1965,306
Larry Zox,1965,306
Larry Zox,1968,306
Larry Zox,1968,306
Larry Zox,1968,306
Larry Zox,1968,306
Larry Zox,1968,306
Larry Zox,1968,306
Larry Zox,1969,306
Larry Zox,1966,306
Zsissly,1946,307
Zsissly,1947,307
Barbara Marion Zucker,1973,308
Joe Zucker,1976,309
Joe Zucker,1977,309
Joe Zucker,1977,309
Joe Zucker,1980,309
Joe Zucker,1994,309
Joe Zucker,1998,309
Joe Zucker,1998,309
Joe Zucker,1998,309
Joe Zucker,2002,309
Joe Zucker,2009,309
Joe Zucker,1984,309
Joe Zucker,1980,309
Kevin Zucker,2007,310
Jud Yalkut,1967,311
Lynne Yamamoto,1995,312
Lynne Yamamoto,1997,312
Robert Yarber,1984,313
William Yarrow,1920s,314
Thomas Yerxa,1958,315
Anicka Yi,2011,316
Anicka Yi,2014,316
Anicka Yi,2016,316
Tuguldur Yondonjamts,2014,317
Jack Youngerman,1958,318
Jack Youngerman,1959,318
Jack Youngerman,1965,318
Jack Youngerman,1965,318
Jack Youngerman,1970,318
La Monte Young,1960,319
La Monte Young,1995,319
Mahonri M. Young,1911,320
Mahonri M. Young,1915,320
Mahonri M. Young,1915,320
Mahonri M. Young,1917,320
Mahonri M. Young,1918,320
Mahonri M. Young,1919,320
Mahonri M. Young,1919,320
Mahonri M. Young,1919,320
Mahonri M. Young,1926,320
Mahonri M. Young,1933,320
Mahonri M. Young,1933,320
Mahonri M. Young,1934,320
Peter Young,1969,321
Purvis Young,1988,322
Purvis Young,1980,322
Purvis Young,1990,322
Purvis Young,1990,322
Mario Yrisarry,1970,323
Mario Yrisarry,1970,323
Mario Yrisarry,1970,323
Adja Yunkers,1955,324
Adja Yunkers,1958,324
Adja Yunkers,1960,324
Adja Yunkers,1961,324
Adja Yunkers,1962,324
Adja Yunkers,1966,324
Adja Yunkers,1967,324
Adja Yunkers,1970,324
Adja Yunkers,1970,324
Adja Yunkers,1973,324
Lisa Yuskavage,1996,325
Lisa Yuskavage,1997,325
Lisa Yuskavage,1998,325
Lisa Yuskavage,1998,325
Lisa Yuskavage,1998,325
Lisa Yuskavage,1999,325
Lisa Yuskavage,1999,325
Lisa Yuskavage,2001,325
Lisa Yuskavage,2003,325
Lisa Yuskavage,2006,325
Lisa Yuskavage,2006,325
Lisa Yuskavage,2013,325
Jean Xcéron,1945,326
Jean Xcéron,1962,326
Jean Xcéron,1964,326
Xing Danwen,2003,327
Xing Danwen,2003,327
Julia Wachtel,1990,328
