label,id,node
Frank Lincoln Viner,532,532
Bill Viola,533,533
Banks Violette,534,534
Martha Visser't Hooft,535,535
Stephen Vitiello,536,536
Joseph Vogel,537,537
Ruth Vollmer,538,538
John von Bergen,539,539
Charline Von Heyl,540,540
Stephan von Huene,541,541
Robert von Neumann,542,542
Ursula Von Rydingsvard,543,543
David von Schlegell,544,544
John von Wicht,545,545
Charmion von Wiegand,546,546
Wolff Vostell,547,547
Peter Voulkos,548,548
Vaclav Vytlacil,549,549
Ansei Uchima,550,550
Jerry N. Uelsmann,551,551
Tomi Ungerer,552,552
Vargas-Suarez Universal,553,553
Stewart Uoo,554,554
Kaari Upson,555,555
Philip Taaffe,556,556
Augustus Vincent Tack,557,557
Dan Tague,558,558
Agnes Tait,559,559
Peter Takal,560,560
Stephen Talasnik,561,561
William Talbot,562,562
Reuben Tam,563,563
Yves Tanguy,564,564
Henry O. Tanner,565,565
Dorothea Tanning,566,566
Mark Tansey,567,567
Anne Tardos,568,568
William Tarr,569,569
Frederic Taubes,570,570
Lenore G. Tawney,571,571
Al Taylor,572,572
Henry Taylor,573,573
Henry Fitch Taylor,574,574
John W. Taylor,575,575
Prentiss Hottel Taylor,576,576
Wayne Taylor,577,577
Sam Tchakalian,578,578
Pavel Tchelitchew,579,579
Sabina Teichman,580,580
Val Telberg,581,581
"William Maxwell, Gina Marie Terranova",582,582
Michael Tetherow,583,583
Storm Tharp,584,584
"Diana Thater, T. Kelly Mason",585,585
Diana Thater,586,586
Gerald Thayer,587,587
Paul Thek,588,588
Robert Therrien,589,589
Wayne Thiebaud,590,590
Alma Thomas,591,591
Mickalene Thomas,592,592
Bob Thompson,593,593
Cheyney Thompson,594,594
"Cheyney Thompson, Sean Paul",595,595
Jerry L. Thompson,596,596
Mungo Thomson,597,597
William Thon,598,598
Ruth Thorne-Thomsen,599,599
Dox Thrash,600,600
George Tice,601,601
Nathaniel Tileston,602,602
Tim Rollins and K.O.S.,603,603
Rirkrit Tiravanija,604,604
Walter Tittle,605,605
Mark Tobey,606,606
Michael Cullen Todd,607,607
Jennings Tofel,608,608
Carl Anthony Tollefson,609,609
Fred Tomaselli,610,610
Bradley Walker Tomlin,611,611
Rosie Lee Tompkins,612,612
Anthony Toney,613,613
Yasunao Tone,614,614
Michael Tong,615,615
George Tooker,616,616
Alex Topchevsky,617,617
Morris Topchevsky,618,618
John Francis Torreano,619,619
Francesc Torres,620,620
Harold Tovish,621,621
Hugh Townley,622,622
Tam Van Tran,623,623
Bill Traylor,624,624
Ryan Trecartin,625,625
Joyce Treiman,626,626
Arthur Tress,627,627
Kerry Tribe,628,628
M. A. Tricca,629,629
"Walter Gutman, Trisha Brown Dance Company",630,630
Ernest Trova,631,631
Kon Trubkovich,632,632
David True,633,633
Anne Truitt,634,634
"Herman Trunk, Jr.",635,635
Wen-Ying Tsai,636,636
Wu Tsang,637,637
Nahum Tschacbasov,638,638
Allen Tucker,639,639
Diane Tuft,640,640
James B. Turnbull,641,641
R. D. Turnbull,642,642
Alan Turner,643,643
James Turrell,644,644
Anne Turyn,645,645
Charles Turzak,646,646
Richard Tuttle,647,647
John H. Twachtman,648,648
Russell Gould Twiggs,649,649
Cy Twombly,650,650
Jack Tworkov,651,651
Nicola Tyson,652,652
Allen Saalburg,653,653
Alison Saar,654,654
Betye Saar,655,655
Raphael Sabatini,656,656
Ira Sachs,657,657
Tom Sachs,658,658
Kay Sage,659,659
Niki de Saint Phalle,660,660
Takako Saito,661,661
Jason Salavon,662,662
Attilio Salemme,663,663
Lucia Autorino Salemme,664,664
David Salle,665,665
Salon de Fleurus,666,666
Lucas Samaras,667,667
Victoria Sambunaris,668,668
Sam Samore,669,669
Paul Starrett Sample,670,670
Emilio Sanchez,671,671
Juan Sánchez,672,672
Fred Sandback,673,673
Ludwig Sander,674,674
Hope Sandrow,675,675
Sven Birger Sandzén,676,676
Hélène Sardeau,677,677
Alan Saret,678,678
John Singer Sargent,679,679
Charles Sarka,680,680
Paul Sarkisian,681,681
Peter Sarkisian,682,682
Raymond Saroff,683,683
Tadashi Sato,684,684
Jacolby Satterwhite,685,685
Saul,686,686
Peter Saul,687,687
Matt Saunders,688,688
Raymond Jennings Saunders,689,689
W. Lee Savage,690,690
Angelo Savelli,691,691
Helen Sawyer,692,692
Henry Lyman Sayen,693,693
Morteza Sazegar,694,694
Italo Scanga,695,695
Concetta Scaravaglione,696,696
Salvatore Scarpitta,697,697
Hugh Scatena,698,698
John Schabel,699,699
Morton Schamberg,700,700
Louis Schanker,701,701
Miriam Schapiro,702,702
"Amy Sillman, Jef Scharf",703,703
Kenny Scharf,704,704
David Scher,705,705
Lesley Schiff,706,706
Melanie Schiff,707,707
Herbert Schiffrin,708,708
Joseph Schillinger,709,709
Katy Schimert,710,710
Aurel Schmidt,711,711
Julius Schmidt,712,712
Katherine Schmidt,713,713
Day Schnabel,714,714
Julian Schnabel,715,715
Roy Schnackenberg,716,716
Henry Schnakenberg,717,717
Carolee Schneemann,718,718
Gary Schneider,719,719
Ira Schneider,720,720
Karin Schneider,721,721
Max Schnitzler,722,722
Jason Schoener,723,723
Flora Irwin Schofield,724,724
John Scholl,725,725
Carl Scholz,726,726
Collier Schorr,727,727
Victor Schrager,728,728
Karl Schrag,729,729
Georges Schreiber,730,730
Jon Schueler,731,731
Carl M. Schultheiss,732,732
Christian Schumann,733,733
Anton Schutz,734,734
Dana Schutz,735,735
"Dana Schutz, Larry Mantello, Lorenzo de Los Angeles, Mika Rottenberg",736,736
Ethel Schwabacher,737,737
Buky Schwartz,738,738
Manfred Schwartz,739,739
William Schwedler,740,740
Martyl Schweig Langsdorf,741,741
Gertrude Schweitzer,742,742
Graf Wilfred Schwerin von Krosigk,743,743
Sandra Scolnik,744,744
Dread Scott,745,745
Lizzie Scott,746,746
Sean Scully,747,747
Stephanie Scuris,748,748
Glen Seator,749,749
James L. Seawright,750,750
Carole Seborovski,751,751
George Segal,752,752
Doris Seidler,753,753
Peter Sekaer,754,754
Allan Sekula,755,755
Frank Selby,756,756
Jason Seley,757,757
Charles Seliger,758,758
Jonathan Seliger,759,759
Kurt Seligmann,760,760
Joan Semmel,761,761
Beverly Semmes,762,762
John Sennhauser,763,763
Andres Serrano,764,764
Richard Serra,765,765
Lawrence Seward,766,766
Jamel Shabazz,767,767
Ben Shahn,768,768
Paul Shambroom,769,769
Frederick Emanuel Shane,770,770
shannonbold,771,771
Joel Shapiro,772,772
Liza Shapiro,773,773
Paul Sharits,774,774
Cameron Shaw,775,775
Charles G. Shaw,776,776
Jim Shaw,777,777
Richard Shaw,778,778
Judith Shea,779,779
Jack Shear,780,780
Arlene Shechet,781,781
Stuart Shedletsky,782,782
Charles Sheeler,783,783
Millard Sheets,784,784
Mark Sheinkman,785,785
Ward Shelley,786,786
Cindy Sherman,787,787
Sarai Sherman,788,788
Alan Shields,789,789
Madeline Shiff,790,790
Roger Shimomura,791,791
Everett Shinn,792,792
Mieko Shiomi,793,793
Dasha Shishkin,794,794
Harry Shokler,795,795
Stephen Shore,796,796
Alyson Shotz,797,797
Kenneth Showell,798,798
"Gedi Sibony, Matthew Brannon, Shannon Ebner, Fia Backström",799,799
Gedi Sibony,800,800
Alan Siegel,801,801
Amie Siegel,802,802
Arthur Siegel,803,803
Lundy Siegriest,804,804
James Siena,805,805
Paul Sietsema,806,806
Hollis Sigler,807,807
Oli Sihvonen,808,808
Shahzia Sikander,809,809
Amy Sillman,810,810
"Amy Sillman, Charles Bernstein",811,811
Si Sillman,812,812
Larry Silver,813,813
Louis Silverstein,814,814
Helena Simkhovitch,815,815
Simkha Simkhovitch,816,816
Gary Simmons,817,817
Laurie Simmons,818,818
Charles Simonds,819,819
John F. Simon Jr.,820,820
Taryn Simon,821,821
Lauren E. Simonutti,822,822
Lorna Simpson,823,823
Simpson-Middleman,824,824
Avery Singer,825,825
Mitchell Siporin,826,826
Aaron Siskind,827,827
Sandy Skoglund,828,828
Karina Aguilera Skvirsky,829,829
Thomas Slaughter,830,830
Sylvia Sleigh,831,831
John Sloan,832,832
"John Sloan, Peter J. Platt",833,833
Esphyr Slobodkina,834,834
Hunt Slonem,835,835
Gerald Slota,836,836
Robert Slutzky,837,837
Albert Alexander Smith,838,838
Alexis Smith,839,839
Allison Smith,840,840
Cary Smith,841,841
"Lucille Corcos, Dorothy Dehner, Adolph Gottlieb, Esther Gottlieb, David Smith",842,842
David Smith,843,843
Erik Johan Smith,844,844
"George ""Geo"" Smith",845,845
Harry Smith,846,846
Hassel W. Smith,847,847
Jack Smith,848,848
Jacob Getlar Smith,849,849
Jaune Quick-to-See Smith,850,850
Jennie Smith,851,851
Josh Smith,852,852
Judson Smith,853,853
Kiki Smith,854,854
Lawrence Beal Smith,855,855
Leon Polk Smith,856,856
Michael E. Smith,857,857
Mike Smith,858,858
Moishe Smith,859,859
Pamela Colman Smith,860,860
Patti Smith,861,861
Philip Smith,862,862
Richard Smith,863,863
Seton Smith,864,864
Shinique Smith,865,865
Shirley Smith,866,866
Robert Smithson,867,867
Tony Smith,868,868
W. Eugene Smith,869,869
Zak Smith,870,870
David R. Smyth,871,871
Ned Smyth,872,872
Kenneth Snelson,873,873
Jenny Snider,874,874
Lawrence K. Snider,875,875
Dash Snow,876,876
Gerry Snyder,877,877
Joan Snyder,878,878
Janet Sobel,879,879
Society of Independent Artists,880,880
Sasson Soffer,881,881
Stom Sogo,882,882
T. L. Solien,883,883
Joseph Solman,884,884
Hyde Solomon,885,885
Syd Solomon,886,886
Frederick Sommer,887,887
William Sommer,888,888
Jack Sonenberg,889,889
Yutaka Sone,890,890
Alan Sonfist,891,891
Keith Sonnier,892,892
John Sonsini,893,893
Matthew Sontheimer,894,894
Helen Soreff,895,895
Alec Soth,896,896
Al Souza,897,897
Isaac Soyer,898,898
Moses Soyer,899,899
Raphael Soyer,900,900
Jerry Spagnoli,901,901
Aaron Spangler,902,902
Michael Spano,903,903
Elizabeth Sparhawk-Jones,904,904
Meredyth Sparks,905,905
Reena Spaulings,906,906
George Spaventa,907,907
Buzz Spector,908,908
Eugene Speicher,909,909
Coreen Mary Spellman,910,910
Andrew Spence,911,911
Niles Spencer,912,912
Nancy Spero,913,913
"Nancy Spero, Leon Golub",914,914
Edwin E. Sponsler,915,915
Carl Sprinchorn,916,916
Molly Springfield,917,917
Benton Murdoch Spruance,918,918
Everett Spruce,919,919
Robert Squeri,920,920
Jack Squier,921,921
Lawrence Stafford,922,922
Jan Staller,923,923
Theodoros Stamos,924,924
Richard Stankiewicz,925,925
Robert Stanley,926,926
William Staples,927,927
Frances Stark,928,928
"Frances Stark, Stuart Bailey",929,929
Joseph Stashkevetch,930,930
Andrew Stasik,931,931
Evelyn Statsinger,932,932
Alexander R. Stavenitz,933,933
Cesare Stea,934,934
Hugh Steers,935,935
Joseph Stefanelli,936,936
Bernard Joseph Steffen,937,937
Edward Steichen,938,938
Harwood Steiger,939,939
Steina,940,940
Haim Steinbach,941,941
Saul Steinberg,942,942
Michael Steiner,943,943
Ralph Steiner,944,944
Mark Steinmetz,945,945
Pat Steir,946,946
Frank Stella,947,947
Joseph Stella,948,948
Gary Stephan,949,949
Leo Steppat,950,950
Harry Sternberg,951,951
Hedda Sterne,952,952
Maurice Sterne,953,953
Albert Sterner,954,954
Harold Sterner,955,955
Joel Sternfeld,956,956
Lynn Stern,957,957
Florine Stettheimer,958,958
Louis Stettner,959,959
Edward John Stevens Jr.,960,960
May Stevens,961,961
"Jasper Johns, Donn Steward",962,962
John P. Stewart,963,963
Alfred Stieglitz,964,964
Clyfford Still,965,965
George Stillman,966,966
Rudolf Stingel,967,967
Jessica Stockholder,968,968
Ezra Stoller,969,969
Sylvia Stone,970,970
John Storrs,971,971
Lou Stoumen,972,972
Myron Stout,973,973
Paul Strand,974,974
Angela Strassheim,975,975
James Strombotne,976,976
Peter Anthony Stroud,977,977
Juergen Strunck,978,978
Karl Struss,979,979
Michelle Stuart,980,980
Jack Stuck,981,981
Walter Stuempfig,982,982
Sturtevant,983,983
Miklos Suba,984,984
George Sugarman,985,985
Hiroshi Sugimoto,986,986
Kunié Sugiura,987,987
Do Ho Suh,988,988
Catherine Sullivan,989,989
James Sullivan,990,990
Donald Sultan,991,991
Larry Sultan,992,992
Carol Summers,993,993
Emily Sundblad,994,994
James Surls,995,995
Eve Sussman,996,996
Edward Suydam,997,997
Erica Svec,998,998
Marc Swanson,999,999
Sahl Swarz,1000,1000
Erick Swenson,1001,1001
Albert Swinden,1002,1002
Corin Sworn,1003,1003
Stephanie Syjuco,1004,1004
Curt Szekessy,1005,1005
Sarah Sze,1006,1006
Arthur Szyk,1007,1007
Walid Raad,1008,1008
Raquel Rabinovich,1009,1009
Leo Rabkin,1010,1010
André Racz,1011,1011
Joseph Raffael,1012,1012
Sara Greenberger Rafferty,1013,1013
Andrew Raftery,1014,1014
Yvonne Rainer,1015,1015
Christina Ramberg,1016,1016
Paul Henry Ramirez,1017,1017
Mel Ramos,1018,1018
Daniel Rasmusson,1019,1019
Alan Rath,1020,1020
Augusta Rathbone,1021,1021
David Rathman,1022,1022
Abraham Rattner,1023,1023
Robert Rauschenberg,1024,1024
Lucy Raven,1025,1025
Charles Ray,1026,1026
Blake Rayne,1027,1027
Luis Recoder,1028,1028
Bernard Reder,1029,1029
Edward Redfield,1030,1030
Erwin Redl,1031,1031
Dede Hagist Reed,1032,1032
"Luis Gispert, Jeffrey Reed",1033,1033
Robert Reed,1034,1034
Michael Rees,1035,1035
Anton Refregier,1036,1036
Earl Reiback,1037,1037
Murray Reich,1038,1038
Steve Reich,1039,1039
Laurie Reid,1040,1040
William Reimann,1041,1041
Ad Reinhardt,1042,1042
Siegfried Reinhardt,1043,1043
Philip Reisman,1044,1044
Roland Reiss,1045,1045
Deborah Remington,1046,1046
Edda Renouf,1047,1047
Paul Resika,1048,1048
Milton Resnick,1049,1049
Sam Reveles,1050,1050
Jeanne Reynal,1051,1051
Jason Rhoades,1052,1052
Louis Ribak,1053,1053
Bill Richards,1054,1054
Dean Richardson,1055,1055
Sam Richardson,1056,1056
Walter DuBois Richards,1057,1057
Robert Richenburg,1058,1058
Garry Rich,1059,1059
Hans Richter,1060,1060
George Rickey,1061,1061
"James Riddle, Fluxus",1062,1062
Beatrice Riese,1063,1063
Robert Riggs,1064,1064
Duke Riley,1065,1065
Paul von Ringelheim,1066,1066
Faith Ringgold,1067,1067
Matthew Ritchie,1068,1068
Larry Rivers,1069,1069
"Andrea Robbins, Max Becher",1070,1070
David Robbins,1071,1071
Tony Robbin,1072,1072
Liisa Roberts,1073,1073
Abby Robinson,1074,1074
Boardman Robinson,1075,1075
Dario Robleto,1076,1076
Hugo Robus,1077,1077
Dorothea Rockburne,1078,1078
Raymond Rocklin,1079,1079
Alexis Rockman,1080,1080
Torbjørn Rødland,1081,1081
H.A. Rodriguez-Mora,1082,1082
Kurt Roesch,1083,1083
Walter Rogalski,1084,1084
Andrew Rogers,1085,1085
Milton Rogovin,1086,1086
Caroline Speare Rohland,1087,1087
Paul Rohland,1088,1088
Robert Rohm,1089,1089
Jo Rollo,1090,1090
Clare Romano,1091,1091
Umberto Romano,1092,1092
Rachael Romero,1093,1093
Julia Rommel,1094,1094
William Ronald,1095,1095
Matthew Ronay,1096,1096
Lauren Ronick,1097,1097
Arnold Ronnebeck,1098,1098
Ednah Root,1099,1099
Ruth Root,1100,1100
James Rosati,1101,1101
Aaron Rose,1102,1102
Herman Rose,1103,1103
Ceil Rosenberg,1104,1104
Jay Rosenblum,1105,1105
Walter Rosenblum,1106,1106
Ralph Rosenborg,1107,1107
Charles Rosen,1108,1108
Kay Rosen,1109,1109
James Rosenquist,1110,1110
Bernard Rosenthal,1111,1111
Doris Rosenthal,1112,1112
Rachel Rose,1113,1113
Ce Roser,1114,1114
Ruth Starr Rose,1115,1115
Martha Rosler,1116,1116
Seymour Rosofsky,1117,1117
Alvin Ross,1118,1118
Charles Ross,1119,1119
Clifford Ross,1120,1120
Alison Rossiter,1121,1121
Theodore Roszak,1122,1122
Susan Rothenberg,1123,1123
Ernest Roth,1124,1124
Frank Roth,1125,1125
Mark Rothko,1126,1126
Judith Rothschild,1127,1127
Lincoln Rothschild,1128,1128
Arthur Rothstein,1129,1129
Mika Rottenberg,1130,1130
Irene Rousseau,1131,1131
Michal Rovner,1132,1132
Nellie Mae Rowe,1133,1133
Susan Rowland,1134,1134
Rudy Royval,1135,1135
Lewis W. Rubenstein,1136,1136
Leo Rubinfien,1137,1137
Nancy Rubins,1138,1138
Sterling Ruby,1139,1139
Andrée Ruellan,1140,1140
Thomas Ruff,1141,1141
Carl Ruggles,1142,1142
Aïda Ruilova,1143,1143
Charles Cary Rumsey,1144,1144
"Miljohn Ruperto, Ulrik Heltoft",1145,1145
Allen Ruppersberg,1146,1146
"Kenneth Price, Edward Ruscha",1147,1147
Edward Ruscha,1148,1148
Paul Ruscha,1149,1149
Alfred Russell,1150,1150
Morgan Russell,1151,1151
Rudolph Ruzicka,1152,1152
Anne Ryan,1153,1153
Albert Pinkham Ryder,1154,1154
Margery Austen Ryerson,1155,1155
Robert Ryman,1156,1156
Robert Quackenbush,1157,1157
Leo Quanchi,1158,1158
Harvey Quaytman,1159,1159
R. H. Quaytman,1160,1160
Eileen Quinlan,1161,1161
Edmond Thomas Quinn,1162,1162
Nathaniel Mary Quinn,1163,1163
Luís Quintanilla,1164,1164
Walter Quirt,1165,1165
Stephen Pace,1166,1166
William Pachner,1167,1167
Walter Pach,1168,1168
David Packard,1169,1169
Anthony Padovano,1170,1170
Trevor Paglen,1171,1171
"Nam June Paik, Fluxus",1172,1172
Nam June Paik,1173,1173
"Nam June Paik, Dr. Matthew H.M. Lee",1174,1174
"Jeffrey Perkins, Nam June Paik",1175,1175
Roxy Paine,1176,1176
PaJaMa,1177,1177
Matthew Palladino,1178,1178
William C. Palmer,1179,1179
